590|-660|34|14|0
520.25|-660|33.5|14|0
460.5|-660|44|14|0
367.75|-660|59.5|14|0
317.5|-660|39|14|0
280|-660|34|14|0
235|-660|54|14|0
130|-660|34|14|0
95|-660|34|14|0
-1835|-655|54|14|0
-1882.5|-655|39|14|0
-1922.5|-655|39|14|0
-1962.5|-655|39|14|0
-2002.5|-655|39|14|0
-2042.5|-655|39|14|0
-2097.5|-655|39|14|0
-2137.5|-655|39|14|0
-2177.5|-655|39|14|0
-2217.5|-655|39|14|0
-2257.5|-655|39|14|0
-2305|-655|54|14|0
-2845|-655|54|14|0
-2892.5|-655|39|14|0
-2932.5|-655|39|14|0
-2972.5|-655|39|14|0
-3012.5|-655|39|14|0
-3052.5|-655|39|14|0
-3107.5|-655|39|14|0
-3147.5|-655|39|14|0
-3187.5|-655|39|14|0
-3227.5|-655|39|14|0
-3267.5|-655|39|14|0
-3315|-655|54|14|0
-3855|-655|54|14|0
-3902.5|-655|39|14|0
-3942.5|-655|39|14|0
-3982.5|-655|39|14|0
-4022.5|-655|39|14|0
-4062.5|-655|39|14|0
-4117.5|-655|39|14|0
-4157.5|-655|39|14|0
-4197.5|-655|39|14|0
-4237.5|-655|39|14|0
-4277.5|-655|39|14|0
-4325|-655|54|14|0
-4622.5|-655|39|14|0
-4662.5|-655|39|14|0
-4702.5|-655|39|14|0
-4742.5|-655|39|14|0
-4782.5|-655|39|14|0
-4830|-655|54|14|0
615|-650|34|14|1.5707963267949
-1565|-645|34|14|1.5707963267949
-2575|-645|34|14|1.5707963267949
-3585|-645|34|14|1.5707963267949
-4595|-645|34|14|1.5707963267949
-5100|-645|34|14|1.5707963267949
-2070|-642.5|39|14|1.5707963267949
-3080|-642.5|39|14|1.5707963267949
-4090|-642.5|39|14|1.5707963267949
85|-637.5|29|14|1.5707963267949
615|-615|34|14|1.5707963267949
75|-615|34|14|0
40|-615|34|14|0
2.5|-615|39|14|0
-37.5|-615|39|14|0
-85|-615|54|14|0
-130|-615|34|14|0
-167.5|-615|39|14|0
-337.5|-615|19|14|0
-550|-615|54|14|0
-597.5|-615|39|14|0
-637.5|-615|39|14|0
-677.5|-615|39|14|0
-717.5|-615|39|14|0
-757.5|-615|39|14|0
-797.5|-615|39|14|0
-852.5|-615|39|14|0
-892.5|-615|39|14|0
-932.5|-615|39|14|0
-972.5|-615|39|14|0
-1012.5|-615|39|14|0
-1052.5|-615|39|14|0
-1100|-615|54|14|0
-1312.5|-615|19|14|0
-1482.5|-615|39|14|0
-1530|-615|54|14|0
-1565|-610|34|14|1.5707963267949
-2575|-610|34|14|1.5707963267949
-3585|-610|34|14|1.5707963267949
-4595|-610|34|14|1.5707963267949
-5100|-610|34|14|1.5707963267949
-355|-602.5|39|14|1.5707963267949
-825|-602.5|39|14|1.5707963267949
-1295|-602.5|39|14|1.5707963267949
-2070|-602.5|39|14|1.5707963267949
-3080|-602.5|39|14|1.5707963267949
-4090|-602.5|39|14|1.5707963267949
-85|-590|34|14|1.5707963267949
