-280.01|4043.5|59|14|0
-230.01|4043.5|39|14|0
-190.01|4043.5|39|14|0
-150.01|4043.5|39|14|0
-110.01|4043.5|39|14|0
-70.01|4043.5|39|14|0
-30.01|4043.5|39|14|0
9.99|4043.5|39|14|0
49.99|4043.5|39|14|0
89.99|4043.5|39|14|0
129.99|4043.5|39|14|0
169.99|4043.5|39|14|0
209.99|4043.5|39|14|0
249.99|4043.5|39|14|0
289.99|4043.5|39|14|0
329.99|4043.5|39|14|0
369.99|4043.5|39|14|0
409.99|4043.5|39|14|0
449.99|4043.5|39|14|0
489.99|4043.5|39|14|0
529.99|4043.5|39|14|0
569.99|4043.5|39|14|0
609.99|4043.5|39|14|0
649.99|4043.5|39|14|0
689.99|4043.5|39|14|0
729.99|4043.5|39|14|0
769.99|4043.5|39|14|0
809.99|4043.5|39|14|0
849.99|4043.5|39|14|0
889.99|4043.5|39|14|0
929.99|4043.5|39|14|0
969.99|4043.5|39|14|0
1009.99|4043.5|38.9999999999999|14|0
1049.99|4043.5|39|14|0
1089.99|4043.5|39|14|0
1129.99|4043.5|39|14|0
1192.49|4043.5|54|14|0
1239.99|4043.5|39|14|0
1279.99|4043.5|39|14|0
1319.99|4043.5|39|14|0
1359.99|4043.5|39|14|0
1399.99|4043.5|39|14|0
1439.99|4043.5|39|14|0
1479.99|4043.5|39|14|0
1519.99|4043.5|39|14|0
1559.99|4043.5|39|14|0
1599.99|4043.5|39|14|0
1639.99|4043.5|39|14|0
1694.99|4043.5|39|14|0
1734.99|4043.5|39|14|0
1774.99|4043.5|39|14|0
1814.99|4043.5|39|14|0
1854.99|4043.5|39|14|0
1894.99|4043.5|39|14|0
1934.99|4043.5|39|14|0
1974.99|4043.5|39|14|0
2014.99|4043.5|39|14|0
2054.99|4043.5|39.0000000000002|14|0
2094.99|4043.5|39|14|0
2142.49|4043.5|54|14|0
2354.99|4018.5|39|14|0
2554.99|4018.5|39|14|0
2609.99|4018.5|39|14|0
2649.99|4018.5|39|14|0
2689.99|4018.5|39|14|0
2729.99|4018.5|39|14|0
2769.99|4018.5|39|14|0
2807.49|4018.5|34|14|0
2842.49|4018.5|34|14|0
2877.49|4018.5|34|14|0
-530.01|3583.5|39|14|0
-490.01|3583.5|39|14|0
-450.01|3583.5|39|14|0
-410.01|3583.5|39|14|0
-370.01|3583.5|39|14|0
-330.01|3583.5|39|14|0
-290.01|3583.5|39|14|0
-250.01|3583.5|39|14|0
-210.01|3583.5|39|14|0
-170.01|3583.5|39|14|0
-130.01|3583.5|39|14|0
-90.01|3583.5|39|14|0
-50.01|3583.5|39|14|0
-10.01|3583.5|39|14|0
29.99|3583.5|39|14|0
69.99|3583.5|39|14|0
109.99|3583.5|39|14|0
149.99|3583.5|39|14|0
189.99|3583.5|39|14|0
229.99|3583.5|39|14|0
269.99|3583.5|39|14|0
309.99|3583.5|39|14|0
349.99|3583.5|39|14|0
389.99|3583.5|39|14|0
429.99|3583.5|39|14|0
469.99|3583.5|39|14|0
509.99|3583.5|39|14|0
549.99|3583.5|39|14|0
589.99|3583.5|39|14|0
629.99|3583.5|39|14|0
669.99|3583.5|39|14|0
709.99|3583.5|39|14|0
749.99|3583.5|39|14|0
789.99|3583.5|39|14|0
829.99|3583.5|39|14|0
869.99|3583.5|39|14|0
909.99|3583.5|39|14|0
949.99|3583.5|39|14|0
989.99|3583.5|39|14|0
1029.99|3583.5|38.9999999999999|14|0
1069.99|3583.5|39|14|0
1109.99|3583.5|39|14|0
1149.99|3583.5|39|14|0
1189.99|3583.5|39|14|0
1229.99|3583.5|39|14|0
1269.99|3583.5|39|14|0
1309.99|3583.5|39|14|0
1349.99|3583.5|39|14|0
1389.99|3583.5|39|14|0
1429.99|3583.5|39|14|0
1469.99|3583.5|39|14|0
1509.99|3583.5|39|14|0
1549.99|3583.5|39|14|0
1589.99|3583.5|39|14|0
1629.99|3583.5|39|14|0
1669.99|3583.5|39|14|0
1709.99|3583.5|39|14|0
1749.99|3583.5|39|14|0
1789.99|3583.5|39|14|0
1829.99|3583.5|39|14|0
1869.99|3583.5|39|14|0
1909.99|3583.5|39|14|0
1949.99|3583.5|39|14|0
1989.99|3583.5|39|14|0
2029.99|3583.5|39.0000000000002|14|0
2069.99|3583.5|39|14|0
2109.99|3583.5|39|14|0
2149.99|3583.5|39|14|0
2204.99|3583.5|39|14|0
2244.99|3583.5|39|14|0
2284.99|3583.5|39|14|0
2324.99|3583.5|39|14|0
2364.99|3583.5|39|14|0
2414.99|3583.5|59|14|0
2479.99|3501|39|14|0
2519.99|3501|39|14|0
2559.99|3501|39|14|0
2599.99|3501|39|14|0
2639.99|3501|39|14|0
2679.99|3501|39|14|0
2719.99|3501|39|14|0
2759.99|3501|39|14|0
2799.99|3501|39|14|0
2839.99|3501|39|14|0
2877.49|3501|34|14|0
667.49|3418.5|54|14|0
712.49|3418.5|34|14|0
749.99|3418.5|39|14|0
789.99|3418.5|39|14|0
829.99|3418.5|39|14|0
869.99|3418.5|39|14|0
909.99|3418.5|39|14|0
949.99|3418.5|39|14|0
989.99|3418.5|39|14|0
1029.99|3418.5|38.9999999999999|14|0
1069.99|3418.5|39|14|0
1109.99|3418.5|39|14|0
1149.99|3418.5|39|14|0
1189.99|3418.5|39|14|0
1229.99|3418.5|39|14|0
1269.99|3418.5|39|14|0
1309.99|3418.5|39|14|0
1349.99|3418.5|39|14|0
1389.99|3418.5|39|14|0
1429.99|3418.5|39|14|0
1469.99|3418.5|39|14|0
1509.99|3418.5|39|14|0
1549.99|3418.5|39|14|0
1589.99|3418.5|39|14|0
1629.99|3418.5|39|14|0
1669.99|3418.5|39|14|0
1709.99|3418.5|39|14|0
1749.99|3418.5|39|14|0
1789.99|3418.5|39|14|0
1829.99|3418.5|39|14|0
1869.99|3418.5|39|14|0
1909.99|3418.5|39|14|0
1949.99|3418.5|39|14|0
1989.99|3418.5|39|14|0
